XAA8044001,학부,2025년도,2학기,심화교양,심화교양(인문),전,일본문화의이해,Understanding of Japanese Culture,3,1,35,박진한, [12-507:화(2B-3)(4-5A)],제12호관 컨벤션센터-507 강의실(소)-4[12-507],해당사항없음,N
XAA1430001,학부,2025년도,2학기,심화교양,심화교양(인문),전,프랑스문화와예술,FRENCH ART AND CULTURE,3,1,45,김영은, [12-108:금(1)(2)(3)],제12호관 컨벤션센터-108 계단강의실(소)-1[12-108],해당사항없음,N
O810410001,학부,2025년도,2학기,심화교양,심화교양(인문),전,문학과테마기행,LITERATURE AND THEMATICS,3,1,400,OCU,,,해당사항없음(OCU),N
O810241001,학부,2025년도,2학기,심화교양,심화교양(인문),전,임상여성학,Clinical Gynecology,3,1,400,OCU,,,해당사항없음(OCU),N
0011864001,학부,2025년도,2학기,심화교양,심화교양(인문),전,만화와웹툰의재구성,Reconstructing Comics and Webtoons,3,1,60,한상정,,,e-Learning,N
0011852001,학부,2025년도,2학기,심화교양,심화교양(인문),전,문화콘텐츠로보는우리역사,Our History as seen through cultural contents,3,1,150,이형우,,,e-Learning,N
0011649001,학부,2025년도,2학기,심화교양,심화교양(인문),전,인문사회과학과텍스트마이닝,Humanities and Social Sciences with Text Mining,3,1,36,추교남, [12-305:수(야1)(야2)(야3)],제12호관 컨벤션센터-305 스마트강의실2[12-305],해당사항없음,N
0011632001,학부,2025년도,2학기,심화교양,심화교양(인문),전,글로벌인천스토리텔링,Storytelling in Global Incheon,3,1,35,송승석, [12-205:화(5B-6)(7-8A)],제12호관 컨벤션센터-205 강의실(소)-2[12-205],해당사항없음,N
0011622001,학부,2025년도,2학기,심화교양,심화교양(인문),전,K컬처와한국사상,K Culture and Korean Thought,1,1,400,교육혁신원,,,K-MOOC,N
0011621001,학부,2025년도,2학기,심화교양,심화교양(인문),전,교과서에서만나지못한조선의역사,History of Joseon not met in textbooks,1,1,400,교육혁신원,,,K-MOOC,N
0011619001,학부,2025년도,2학기,심화교양,심화교양(인문),전,역사초보자를위한한국사엿보기,A peek into Korean history for beginners,1,1,400,교육혁신원,,,K-MOOC,N
0011239001,학부,2025년도,2학기,심화교양,심화교양(인문),전,한국전근대사의이해,Understanding the Pre modern History of Korea,3,1,50,신유아, [12-303:월(1-2A)(2B-3)],제12호관 컨벤션센터-303 계단강의실(소)[12-303],해당사항없음,N
0011237002,학부,2025년도,2학기,심화교양,심화교양(인문),전,문학공감치유,Literature Empathy Theraphy,3,1,40,전미정, [12-406:목(5B-6)(7-8A)],제12호관 컨벤션센터-406 강의실(소)-3[12-406],해당사항없음,N
0011237001,학부,2025년도,2학기,심화교양,심화교양(인문),전,문학공감치유,Literature Empathy Theraphy,3,1,40,전미정, [12-406:수(5B-6)(7-8A)],제12호관 컨벤션센터-406 강의실(소)-3[12-406],해당사항없음,N
0011236001,학부,2025년도,2학기,심화교양,심화교양(인문),전,문화사로읽는삼국지,Romance of the  Three Kingdoms Read as Cultural History,3,1,45,이은봉, [12-406:목(2)(3)(4)],제12호관 컨벤션센터-406 강의실(소)-3[12-406],해당사항없음,N
0011235002,학부,2025년도,2학기,심화교양,심화교양(인문),전,서양의지혜와철학,The Wisdom and Philosophy of the West,3,1,42,송대현, [12-502:월(야1-2A)(야2B-3)],제12호관 컨벤션센터-502 강의실(소)-5[12-502],해당사항없음,N
0011235001,학부,2025년도,2학기,심화교양,심화교양(인문),전,서양의지혜와철학,The Wisdom and Philosophy of the West,3,1,42,송대현, [12-502:화(6)(7)(8)],제12호관 컨벤션센터-502 강의실(소)-5[12-502],해당사항없음,N
0010356002,학부,2025년도,2학기,심화교양,심화교양(인문),전,종교와문화,RELIGION AND CULTURE,3,1,45,허남진, [12-502:월(6)(7)(8)],제12호관 컨벤션센터-502 강의실(소)-5[12-502],해당사항없음,N
0010356001,학부,2025년도,2학기,심화교양,심화교양(인문),전,종교와문화,RELIGION AND CULTURE,3,1,45,허남진, [12-502:월(2)(3)(4)],제12호관 컨벤션센터-502 강의실(소)-5[12-502],해당사항없음,N
0010147001,학부,2025년도,2학기,심화교양,심화교양(인문),전,기초영어통번역연습,Basics for English Interpretation and Translation,2,1,36,박효진, [12-401:수(3)(4)],제12호관 컨벤션센터-401 영어랩실[12-401],해당사항없음,N
0010146001,학부,2025년도,2학기,심화교양,심화교양(인문),전,취업을위한글쓰기와말하기,Writing and Speaking for Employment,3,1,35,이승윤, [12-301:수(1)(2)(3)],제12호관 컨벤션센터-301 토론식강의실1[12-301],해당사항없음,N
0010142001,학부,2025년도,2학기,심화교양,심화교양(인문),전,문화콘텐츠스토리텔링분석,Cultural Contents Storytelling Case Study,3,1,40,이태희, [12-507:수(1)(2)(3)],제12호관 컨벤션센터-507 강의실(소)-4[12-507],해당사항없음,N
0009780001,학부,2025년도,2학기,심화교양,심화교양(인문),전,융복합시대의스피치커뮤니케이션,Convergence Technology and Speech Communication,2,1,110,김평원,,,e-Learning,N
0009779001,학부,2025년도,2학기,심화교양,심화교양(인문),전,글로벌소양과문화콘텐츠,Introduction to Global literacy and Cultural contents,2,1,110,김윤신,,,e-Learning,N
0009337003,학부,2025년도,2학기,심화교양,심화교양(인문),전,역사로만나는중국의문화코드,Chinese Cultural Code from historical perspective,3,1,50,김지환, [12-203:수(야1-2A)(야2B-3)],제12호관 컨벤션센터-203 계단강의실(소)[12-203],해당사항없음,N
0009337002,학부,2025년도,2학기,심화교양,심화교양(인문),전,역사로만나는중국의문화코드,Chinese Cultural Code from historical perspective,3,1,50,김지환, [12-203:수(4-5A)(5B-6)],제12호관 컨벤션센터-203 계단강의실(소)[12-203],해당사항없음,N
0009337001,학부,2025년도,2학기,심화교양,심화교양(인문),전,역사로만나는중국의문화코드,Chinese Cultural Code from historical perspective,3,1,50,김지환, [12-404:화(4-5A)(5B-6)],제12호관 컨벤션센터-404 영어랩실[12-404],해당사항없음,N
0009336002,학부,2025년도,2학기,심화교양,심화교양(인문),전,영상으로만나는중국,The China seen through Video and Multimedia Image,3,1,40,이정희, [12-403:목(1-2A)(2B-3)],제12호관 컨벤션센터-403 계단강의실(소)[12-403],해당사항없음,N
0009336001,학부,2025년도,2학기,심화교양,심화교양(인문),전,영상으로만나는중국,The China seen through Video and Multimedia Image,3,1,40,이정희, [12-403:수(1-2A)(2B-3)],제12호관 컨벤션센터-403 계단강의실(소)[12-403],해당사항없음,N
0009328001,학부,2025년도,2학기,심화교양,심화교양(인문),전,야구와문학사이,Studies of Baseball Narrative,3,1,35,하인혜, [15-212:수(5)(6)(7)],제15호관 인문대학-212 토론식강의실2[15-212],해당사항없음,N
0009324001,학부,2025년도,2학기,심화교양,심화교양(인문),전,공용어를활용한설명화법,Informative Speech using official language,2,1,110,김윤신,,,e-Learning,N
